Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Raw turnip with coconut ,Breakfast,198,2.7,8.7,17.2,Veg,Nuts,Veg_Breakfast
Raw turnip with coconut ,Snack,198,2.7,8.7,17.2,Veg,Nuts,Veg_Snack
Raw papaya with coconut (Papaya thoran),Breakfast,199,2.3,8.4,17.1,Veg,Nuts,Veg_Breakfast
Raw papaya with coconut (Papaya thoran),Snack,199,2.3,8.4,17.1,Veg,Nuts,Veg_Snack
Stuffed okra (Bharwa bhindi),Breakfast,141,3.1,5.8,11.5,Veg,None,Veg_Breakfast
Stuffed okra (Bharwa bhindi),Snack,141,3.1,5.8,11.5,Veg,None,Veg_Snack
Stuffed round gourd (Bharwa tinde),Breakfast,109,1.6,6.0,8.6,Veg,None,Veg_Breakfast
Stuffed round gourd (Bharwa tinde),Snack,109,1.6,6.0,8.6,Veg,None,Veg_Snack
Stuffed capsicum (Bharwa shimla mirch),Breakfast,136,2.0,12.4,8.6,Veg,None,Veg_Breakfast
Stuffed capsicum (Bharwa shimla mirch),Snack,136,2.0,12.4,8.6,Veg,None,Veg_Snack
Stuffed brinjal (Bharwa baingan),Breakfast,139,2.3,5.9,11.6,Veg,None,Veg_Breakfast
Stuffed brinjal (Bharwa baingan),Snack,139,2.3,5.9,11.6,Veg,None,Veg_Snack
Stuffed tomatoes (Bharwa tamatar),Breakfast,140,4.9,9.3,9.1,Veg,None,Veg_Breakfast
Stuffed tomatoes (Bharwa tamatar),Snack,140,4.9,9.3,9.1,Veg,None,Veg_Snack
Pea potato curry (Aloo matar),Breakfast,151,5.2,14.6,7.7,Veg,None,Veg_Breakfast
Pea potato curry (Aloo matar),Snack,151,5.2,14.6,7.7,Veg,None,Veg_Snack
Pea paneer curry (Matar paneer),Breakfast,202,9.9,13.9,11.6,Veg,Dairy,Veg_Breakfast
Pea paneer curry (Matar paneer),Snack,202,9.9,13.9,11.6,Veg,Dairy,Veg_Snack
Pea mushroom curry (Matar mushroom),Breakfast,139,5.8,11.1,7.7,Veg,None,Veg_Breakfast
Pea mushroom curry (Matar mushroom),Snack,139,5.8,11.1,7.7,Veg,None,Veg_Snack
Pea curry (Matar ki sabzi),Breakfast,154,6.8,13.8,7.7,Veg,None,Veg_Breakfast
Pea curry (Matar ki sabzi),Snack,154,6.8,13.8,7.7,Veg,None,Veg_Snack
Pea vadi curry,Breakfast,152,7.0,13.4,7.6,Veg,None,Veg_Breakfast
Pea vadi curry,Snack,152,7.0,13.4,7.6,Veg,None,Veg_Snack
Paneer curry,Lunch,441,19.5,21.0,31.0,Veg,Dairy,Veg_Lunch
Paneer curry,Dinner,441,19.5,21.0,31.0,Veg,Dairy,Veg_Dinner
Lotus stem curry (Kamal kakdi curry),Breakfast,165,2.3,13.9,10.9,Veg,None,Veg_Breakfast
Lotus stem curry (Kamal kakdi curry),Snack,165,2.3,13.9,10.9,Veg,None,Veg_Snack
Gravy for kofta,Breakfast,188,2.6,9.5,15.5,Veg,None,Veg_Breakfast
Gravy for kofta,Snack,188,2.6,9.5,15.5,Veg,None,Veg_Snack
Pea kofta curry (Matar kofta curry),Lunch,1489,5.0,10.4,158.5,Veg,None,Veg_Lunch
Pea kofta curry (Matar kofta curry),Dinner,1489,5.0,10.4,158.5,Veg,None,Veg_Dinner
Spinach kofta curry (Palak kofta curry),Lunch,1429,2.7,8.9,153.7,Veg,None,Veg_Lunch
Spinach kofta curry (Palak kofta curry),Dinner,1429,2.7,8.9,153.7,Veg,None,Veg_Dinner
Paneer kofta curry,Lunch,1677,6.0,8.2,180.2,Veg,Dairy,Veg_Lunch
Paneer kofta curry,Dinner,1677,6.0,8.2,180.2,Veg,Dairy,Veg_Dinner
Lotus stem kofta curry (Kamal kakdi kofta curry),Lunch,1583,2.4,12.5,169.4,Veg,None,Veg_Lunch
Lotus stem kofta curry (Kamal kakdi kofta curry),Dinner,1583,2.4,12.5,169.4,Veg,None,Veg_Dinner
Raw banana kofta curry (Kela kofta curry),Lunch,1568,1.6,8.5,170.0,Veg,None,Veg_Lunch
Raw banana kofta curry (Kela kofta curry),Dinner,1568,1.6,8.5,170.0,Veg,None,Veg_Dinner
Cauliflower kofta curry (Phoolgobhi kofta curry),Lunch,1602,2.6,6.6,174.0,Veg,None,Veg_Lunch
Cauliflower kofta curry (Phoolgobhi kofta curry),Dinner,1602,2.6,6.6,174.0,Veg,None,Veg_Dinner
Cabbage kofta curry (Pattagobhi kofta curry),Lunch,1599,2.4,7.2,173.5,Veg,None,Veg_Lunch
Cabbage kofta curry (Pattagobhi kofta curry),Dinner,1599,2.4,7.2,173.5,Veg,None,Veg_Dinner
Ghiya/Lauki Kofta Curry,Lunch,1596,2.2,6.8,173.5,Veg,None,Veg_Lunch
Ghiya/Lauki Kofta Curry,Dinner,1596,2.2,6.8,173.5,Veg,None,Veg_Dinner
Spinach paneer kofta curry (Palak paneer kofta curry),Lunch,1515,3.6,7.4,163.5,Veg,Dairy,Veg_Lunch
Spinach paneer kofta curry (Palak paneer kofta curry),Dinner,1515,3.6,7.4,163.5,Veg,Dairy,Veg_Dinner
Vegetarian egg kofta curry,Breakfast,1568,3.3,10.6,168.1,Non-Veg,Eggs,Non-Veg_Breakfast
Baked vegetables,Breakfast,133,5.5,12.7,6.7,Veg,None,Veg_Breakfast
Baked vegetables,Snack,133,5.5,12.7,6.7,Veg,None,Veg_Snack
Cauliflower musallam (Phoolgobhi musallam),Breakfast,88,2.8,6.7,5.3,Veg,None,Veg_Breakfast
Cauliflower musallam (Phoolgobhi musallam),Snack,88,2.8,6.7,5.3,Veg,None,Veg_Snack
Baked vegetables with spinach ,Breakfast,116,4.8,10.4,6.0,Veg,None,Veg_Breakfast
Baked vegetables with spinach ,Snack,116,4.8,10.4,6.0,Veg,None,Veg_Snack
Baked potato with skin ,Breakfast,203,5.1,16.7,12.8,Veg,None,Veg_Breakfast
Baked potato with skin ,Snack,203,5.1,16.7,12.8,Veg,None,Veg_Snack
Shepherd's pie (vegetarian),Breakfast,203,7.6,18.0,11.0,Veg,None,Veg_Breakfast
Shepherd's pie (vegetarian),Snack,203,7.6,18.0,11.0,Veg,None,Veg_Snack
Baked brinjal in tomato sauce,Breakfast,115,4.7,12.4,4.9,Veg,None,Veg_Breakfast
Baked brinjal in tomato sauce,Snack,115,4.7,12.4,4.9,Veg,None,Veg_Snack
Dum aloo,Lunch,1705,1.8,8.3,185.0,Veg,None,Veg_Lunch
Dum aloo,Dinner,1705,1.8,8.3,185.0,Veg,None,Veg_Dinner
Spinach paneer (Palak paneer),Breakfast,116,6.0,6.6,7.1,Veg,Dairy,Veg_Breakfast
Spinach paneer (Palak paneer),Snack,116,6.0,6.6,7.1,Veg,Dairy,Veg_Snack
Methi chaman,Lunch,1189,3.8,7.0,127.3,Veg,None,Veg_Lunch
Methi chaman,Dinner,1189,3.8,7.0,127.3,Veg,None,Veg_Dinner
Sarson ka saag,Breakfast,131,4.5,8.0,8.8,Veg,None,Veg_Breakfast
Sarson ka saag,Snack,131,4.5,8.0,8.8,Veg,None,Veg_Snack
Jackfruit sabzi (Kathal ki sabzi),Lunch,1563,1.7,8.5,169.0,Veg,None,Veg_Lunch
Jackfruit sabzi (Kathal ki sabzi),Dinner,1563,1.7,8.5,169.0,Veg,None,Veg_Dinner
Avial,Breakfast,186,3.7,12.7,13.4,Veg,None,Veg_Breakfast
Avial,Snack,186,3.7,12.7,13.4,Veg,None,Veg_Snack
Al yakhani,Breakfast,221,4.3,7.0,19.7,Veg,None,Veg_Breakfast
Al yakhani,Snack,221,4.3,7.0,19.7,Veg,None,Veg_Snack
Shahi paneer,Lunch,391,12.6,16.6,30.8,Veg,Dairy,Veg_Lunch
Shahi paneer,Dinner,391,12.6,16.6,30.8,Veg,Dairy,Veg_Dinner
Paneer in butter sauce,Breakfast,218,10.5,14.6,13.2,Veg,Dairy,Veg_Breakfast
Paneer in butter sauce,Snack,218,10.5,14.6,13.2,Veg,Dairy,Veg_Snack
Methi malai paneer,Lunch,487,18.4,20.4,36.9,Veg,Dairy,Veg_Lunch
Methi malai paneer,Dinner,487,18.4,20.4,36.9,Veg,Dairy,Veg_Dinner
Chilli paneer,Lunch,1943,5.2,8.3,210.0,Veg,Dairy,Veg_Lunch
Chilli paneer,Dinner,1943,5.2,8.3,210.0,Veg,Dairy,Veg_Dinner
Paneer makhana korma,Lunch,1939,8.1,11.6,206.9,Veg,Dairy,Veg_Lunch
Paneer makhana korma,Dinner,1939,8.1,11.6,206.9,Veg,Dairy,Veg_Dinner
Kadhai Paneer,Breakfast,161,6.5,11.0,10.2,Veg,Dairy,Veg_Breakfast
Kadhai Paneer,Snack,161,6.5,11.0,10.2,Veg,Dairy,Veg_Snack
Roghan josh,Breakfast,209,14.3,7.4,13.5,Veg,None,Veg_Breakfast
Roghan josh,Snack,209,14.3,7.4,13.5,Veg,None,Veg_Snack
Spinach mutton (Palak mutton),Breakfast,120,8.6,5.2,7.1,Non-Veg,None,Non-Veg_Breakfast
Spinach mutton (Palak mutton),Snack,120,8.6,5.2,7.1,Non-Veg,None,Non-Veg_Snack
Pea keema curry (Matar keema ki sabzi),Breakfast,199,12.6,9.4,12.2,Veg,None,Veg_Breakfast
Pea keema curry (Matar keema ki sabzi),Snack,199,12.6,9.4,12.2,Veg,None,Veg_Snack
Keema kofta curry,Lunch,386,24.4,14.1,26.0,Veg,None,Veg_Lunch
Keema kofta curry,Dinner,386,24.4,14.1,26.0,Veg,None,Veg_Dinner
Kashmiri mutton koftas (Gushtaba),Breakfast,146,9.5,4.6,10.2,Non-Veg,None,Non-Veg_Breakfast
Kashmiri mutton koftas (Gushtaba),Snack,146,9.5,4.6,10.2,Non-Veg,None,Non-Veg_Snack
Mutton yakhni,Breakfast,156,12.4,1.3,11.6,Non-Veg,None,Non-Veg_Breakfast
Mutton yakhni,Snack,156,12.4,1.3,11.6,Non-Veg,None,Non-Veg_Snack
Chicken yakhni,Breakfast,148,16.0,1.2,9.1,Non-Veg,None,Non-Veg_Breakfast
Chicken yakhni,Snack,148,16.0,1.2,9.1,Non-Veg,None,Non-Veg_Snack
Mutton do piaza,Lunch,458,23.5,10.4,36.0,Non-Veg,None,Non-Veg_Lunch
Mutton do piaza,Dinner,458,23.5,10.4,36.0,Non-Veg,None,Non-Veg_Dinner
Mutton chops,Lunch,1659,10.1,3.7,178.3,Non-Veg,None,Non-Veg_Lunch
Mutton chops,Dinner,1659,10.1,3.7,178.3,Non-Veg,None,Non-Veg_Dinner
Shammi kebab,Lunch,1714,11.3,8.8,181.5,Veg,None,Veg_Lunch
Shammi kebab,Dinner,1714,11.3,8.8,181.5,Veg,None,Veg_Dinner
Scotch egg,Breakfast,1692,10.1,4.8,181.6,Non-Veg,Eggs,Non-Veg_Breakfast
Shepherd's pie (with minced meat),Breakfast,214,11.2,12.1,13.3,Non-Veg,None,Non-Veg_Breakfast
Shepherd's pie (with minced meat),Snack,214,11.2,12.1,13.3,Non-Veg,None,Non-Veg_Snack
Chicken curry,Breakfast,193,17.7,5.1,11.4,Non-Veg,None,Non-Veg_Breakfast
Chicken curry,Snack,193,17.7,5.1,11.4,Non-Veg,None,Non-Veg_Snack
Tandoori chicken,Breakfast,217,24.4,3.5,11.9,Non-Veg,None,Non-Veg_Breakfast
Tandoori chicken,Snack,217,24.4,3.5,11.9,Non-Veg,None,Non-Veg_Snack
Butter chicken,Breakfast,205,16.4,5.6,13.0,Non-Veg,None,Non-Veg_Breakfast
Butter chicken,Snack,205,16.4,5.6,13.0,Non-Veg,None,Non-Veg_Snack
Chicken kebab,Lunch,1823,9.3,2.8,197.2,Non-Veg,None,Non-Veg_Lunch
Chicken kebab,Dinner,1823,9.3,2.8,197.2,Non-Veg,None,Non-Veg_Dinner
Chilli chicken,Lunch,497,23.9,7.2,41.4,Non-Veg,None,Non-Veg_Lunch
Chilli chicken,Dinner,497,23.9,7.2,41.4,Non-Veg,None,Non-Veg_Dinner
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),Breakfast,187,17.2,3.8,11.4,Non-Veg,None,Non-Veg_Breakfast
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),Snack,187,17.2,3.8,11.4,Non-Veg,None,Non-Veg_Snack
Fish curry (Machli curry),Breakfast,166,13.1,5.7,10.0,Non-Veg,Fish,Non-Veg_Breakfast
Fish curry (Machli curry),Snack,166,13.1,5.7,10.0,Non-Veg,Fish,Non-Veg_Snack
Fried fish (Indian style) (Tali hui machli),Lunch,1646,10.9,13.5,172.2,Non-Veg,Fish,Non-Veg_Lunch
Fried fish (Indian style) (Tali hui machli),Dinner,1646,10.9,13.5,172.2,Non-Veg,Fish,Non-Veg_Dinner
Fried fish and Chips (English Style) (Tali hui machli aur chips),Lunch,1629,8.4,6.9,174.2,Non-Veg,Fish,Non-Veg_Lunch
Fried fish and Chips (English Style) (Tali hui machli aur chips),Dinner,1629,8.4,6.9,174.2,Non-Veg,Fish,Non-Veg_Dinner
Tomato fish,Lunch,1224,6.0,8.0,129.8,Non-Veg,Fish,Non-Veg_Lunch
Tomato fish,Dinner,1224,6.0,8.0,129.8,Non-Veg,Fish,Non-Veg_Dinner
Baked fish with cheese sauce,Breakfast,170,13.0,6.1,10.5,Non-Veg,Fish,Non-Veg_Breakfast
Baked fish with cheese sauce,Snack,170,13.0,6.1,10.5,Non-Veg,Fish,Non-Veg_Snack
Fish tikka,Breakfast,175,24.0,5.9,6.2,Non-Veg,Fish,Non-Veg_Breakfast
Fish tikka,Snack,175,24.0,5.9,6.2,Non-Veg,Fish,Non-Veg_Snack
Tandoori fish,Breakfast,143,16.8,3.6,7.0,Non-Veg,Fish,Non-Veg_Breakfast
Tandoori fish,Snack,143,16.8,3.6,7.0,Non-Veg,Fish,Non-Veg_Snack
"Paneer, apple and pineapple salad",Breakfast,142,5.8,12.5,7.6,Veg,Dairy,Veg_Breakfast
"Paneer, apple and pineapple salad",Snack,142,5.8,12.5,7.6,Veg,Dairy,Veg_Snack
Russian salad,Breakfast,172,6.4,9.8,11.8,Veg,None,Veg_Breakfast
Russian salad,Snack,172,6.4,9.8,11.8,Veg,None,Veg_Snack
Pasta salad,Lunch,475,10.4,31.8,34.8,Veg,None,Veg_Lunch
Pasta salad,Dinner,475,10.4,31.8,34.8,Veg,None,Veg_Dinner
Deviled egg,Breakfast,147,7.5,3.3,11.6,Non-Veg,Eggs,Non-Veg_Breakfast
Hawain salad,Lunch,438,10.7,35.9,28.4,Veg,None,Veg_Lunch
Hawain salad,Dinner,438,10.7,35.9,28.4,Veg,None,Veg_Dinner
Mixed pulse and vegetable salad,Breakfast,124,7.1,20.9,1.3,Veg,None,Veg_Breakfast
Mixed pulse and vegetable salad,Snack,124,7.1,20.9,1.3,Veg,None,Veg_Snack
Sprouted moong salad ,Breakfast,113,6.9,16.4,2.2,Veg,None,Veg_Breakfast
Sprouted moong salad ,Snack,113,6.9,16.4,2.2,Veg,None,Veg_Snack
Tossed salad,Breakfast,94,1.5,7.4,6.3,Veg,None,Veg_Breakfast
Tossed salad,Snack,94,1.5,7.4,6.3,Veg,None,Veg_Snack
Mixed vegetable salad with curd sauce,Breakfast,90,6.3,10.5,2.2,Veg,Dairy,Veg_Breakfast
Mixed vegetable salad with curd sauce,Snack,90,6.3,10.5,2.2,Veg,Dairy,Veg_Snack
Potato salad (Aloo ka salaad),Breakfast,134,2.1,16.8,6.6,Veg,None,Veg_Breakfast
Potato salad (Aloo ka salaad),Snack,134,2.1,16.8,6.6,Veg,None,Veg_Snack
Waldroff salad,Breakfast,212,2.2,16.5,15.1,Veg,None,Veg_Breakfast
Waldroff salad,Snack,212,2.2,16.5,15.1,Veg,None,Veg_Snack
Coleslaw,Breakfast,115,1.9,8.4,8.0,Veg,None,Veg_Breakfast
Coleslaw,Snack,115,1.9,8.4,8.0,Veg,None,Veg_Snack
Fruit salad (Phalon ka salaad),Breakfast,117,1.4,23.9,1.8,Veg,None,Veg_Breakfast
Fruit salad (Phalon ka salaad),Snack,117,1.4,23.9,1.8,Veg,None,Veg_Snack
Tomato onion raita (Tamatar aur pyaaz ka raita),Breakfast,88,5.6,10.6,2.8,Veg,None,Veg_Breakfast
Tomato onion raita (Tamatar aur pyaaz ka raita),Snack,88,5.6,10.6,2.8,Veg,None,Veg_Snack
Peanut raita (Mungfali ka raita),Lunch,375,21.5,23.2,22.5,Veg,Nuts,Veg_Lunch
Peanut raita (Mungfali ka raita),Dinner,375,21.5,23.2,22.5,Veg,Nuts,Veg_Dinner
Sprouted moong raita ,Breakfast,91,6.9,9.2,3.3,Veg,None,Veg_Breakfast
Sprouted moong raita ,Snack,91,6.9,9.2,3.3,Veg,None,Veg_Snack
Bottle gourd raita (Ghiya/Lauki ka raita),Breakfast,84,6.0,8.6,3.1,Veg,None,Veg_Breakfast
Bottle gourd raita (Ghiya/Lauki ka raita),Snack,84,6.0,8.6,3.1,Veg,None,Veg_Snack
Cucumber raita (Kheere ka raita),Breakfast,88,6.1,9.5,3.1,Veg,None,Veg_Breakfast
Cucumber raita (Kheere ka raita),Snack,88,6.1,9.5,3.1,Veg,None,Veg_Snack
Carrot and spinach raita (Gajar aur palak ka raita),Breakfast,85,6.0,8.7,3.0,Veg,None,Veg_Breakfast
Carrot and spinach raita (Gajar aur palak ka raita),Snack,85,6.0,8.7,3.0,Veg,None,Veg_Snack
Mint raita (Pudinay ka raita),Breakfast,116,8.5,11.5,4.4,Veg,None,Veg_Breakfast
Mint raita (Pudinay ka raita),Snack,116,8.5,11.5,4.4,Veg,None,Veg_Snack
Potato raita (Aloo ka raita),Breakfast,113,6.3,15.4,3.1,Veg,None,Veg_Breakfast
Potato raita (Aloo ka raita),Snack,113,6.3,15.4,3.1,Veg,None,Veg_Snack
Boondi raita,Lunch,1719,5.5,9.9,184.6,Veg,None,Veg_Lunch
Boondi raita,Dinner,1719,5.5,9.9,184.6,Veg,None,Veg_Dinner
Sweet raita (Meetha raita),Breakfast,148,4.9,26.9,2.7,Veg,None,Veg_Breakfast
Sweet raita (Meetha raita),Snack,148,4.9,26.9,2.7,Veg,None,Veg_Snack
Dahi vadas/Dahi bhalla,Lunch,1669,7.4,13.7,176.0,Veg,None,Veg_Lunch
Dahi vadas/Dahi bhalla,Dinner,1669,7.4,13.7,176.0,Veg,None,Veg_Dinner
Gunjia,Lunch,1668,7.4,14.2,175.7,Veg,None,Veg_Lunch
Gunjia,Dinner,1668,7.4,14.2,175.7,Veg,None,Veg_Dinner
Saunth/Sonth chutney with tamarind/imli,Breakfast,212,1.5,50.3,0.2,Veg,None,Veg_Breakfast
Saunth/Sonth chutney with tamarind/imli,Snack,212,1.5,50.3,0.2,Veg,None,Veg_Snack
Rice kheer (Chawal ki kheer),Breakfast,112,3.4,15.1,4.5,Veg,None,Veg_Breakfast
Rice kheer (Chawal ki kheer),Snack,112,3.4,15.1,4.5,Veg,None,Veg_Snack
Makhana kheer,Breakfast,161,5.0,19.3,7.5,Veg,None,Veg_Breakfast
Makhana kheer,Snack,161,5.0,19.3,7.5,Veg,None,Veg_Snack
Vermicelli kheer (Semiya/Seviyan ki kheer),Breakfast,180,5.0,23.8,7.5,Veg,None,Veg_Breakfast
Vermicelli kheer (Semiya/Seviyan ki kheer),Snack,180,5.0,23.8,7.5,Veg,None,Veg_Snack
Semolina kheer (Suji/Rava kheer),Breakfast,169,5.1,23.8,6.3,Veg,None,Veg_Breakfast
Semolina kheer (Suji/Rava kheer),Snack,169,5.1,23.8,6.3,Veg,None,Veg_Snack
Paneer kheer,Breakfast,157,6.8,15.0,8.1,Veg,Dairy,Veg_Breakfast
Paneer kheer,Snack,157,6.8,15.0,8.1,Veg,Dairy,Veg_Snack
Cabbage kheer (Pattagobhi ki kheer),Breakfast,125,4.3,14.6,5.7,Veg,None,Veg_Breakfast
Cabbage kheer (Pattagobhi ki kheer),Snack,125,4.3,14.6,5.7,Veg,None,Veg_Snack
Carrot kheer (Gajar ki kheer),Breakfast,128,4.2,15.1,5.8,Veg,None,Veg_Breakfast
Carrot kheer (Gajar ki kheer),Snack,128,4.2,15.1,5.8,Veg,None,Veg_Snack
Cauliflower kheer (Phoolgobhi ki kheer),Breakfast,122,4.6,13.2,5.9,Veg,None,Veg_Breakfast
Cauliflower kheer (Phoolgobhi ki kheer),Snack,122,4.6,13.2,5.9,Veg,None,Veg_Snack
Moong dal kheer,Breakfast,115,4.4,14.8,4.5,Veg,None,Veg_Breakfast
Moong dal kheer,Snack,115,4.4,14.8,4.5,Veg,None,Veg_Snack
Phirni,Breakfast,174,5.2,24.2,6.5,Veg,None,Veg_Breakfast
Phirni,Snack,174,5.2,24.2,6.5,Veg,None,Veg_Snack
Semolina halwa (Suji ka halwa),Lunch,564,5.4,61.7,33.4,Veg,None,Veg_Lunch
Semolina halwa (Suji ka halwa),Dinner,564,5.4,61.7,33.4,Veg,None,Veg_Dinner
Shahi suji halwa,Lunch,955,8.7,111.1,54.3,Veg,None,Veg_Lunch
Shahi suji halwa,Dinner,955,8.7,111.1,54.3,Veg,None,Veg_Dinner
Carrot halwa (Gajar ka halwa),Lunch,431,7.8,46.3,24.3,Veg,None,Veg_Lunch
Carrot halwa (Gajar ka halwa),Dinner,431,7.8,46.3,24.3,Veg,None,Veg_Dinner
Egg halwa (Ande ka halwa),Breakfast,749,19.6,99.0,33.5,Non-Veg,Eggs,Non-Veg_Breakfast
Potato halwa (Aloo ka halwa),Lunch,379,3.8,73.0,8.7,Veg,None,Veg_Lunch
Potato halwa (Aloo ka halwa),Dinner,379,3.8,73.0,8.7,Veg,None,Veg_Dinner
Pumpkin halwa (Kaddu ka halwa),Lunch,475,3.3,69.0,22.0,Veg,None,Veg_Lunch
Pumpkin halwa (Kaddu ka halwa),Dinner,475,3.3,69.0,22.0,Veg,None,Veg_Dinner
Moong dal halwa,Lunch,874,20.9,100.6,44.2,Veg,None,Veg_Lunch
Moong dal halwa,Dinner,874,20.9,100.6,44.2,Veg,None,Veg_Dinner
Caramel custard (steamed),Snack,182,7.5,22.5,7.3,Veg,None,Veg_Snack
Baked custard,Breakfast,159,8.1,14.2,8.0,Veg,None,Veg_Breakfast
Baked custard,Snack,159,8.1,14.2,8.0,Veg,None,Veg_Snack
Soft Custard (stirred),Breakfast,163,7.5,16.8,7.6,Veg,None,Veg_Breakfast
Soft Custard (stirred),Snack,163,7.5,16.8,7.6,Veg,None,Veg_Snack
Chocolate ice cream,Lunch,444,11.2,38.5,28.1,Veg,Dairy,Veg_Lunch
Chocolate ice cream,Dinner,444,11.2,38.5,28.1,Veg,Dairy,Veg_Dinner
Mango ice cream,Breakfast,188,5.1,16.7,11.4,Veg,Dairy,Veg_Breakfast
Mango ice cream,Snack,188,5.1,16.7,11.4,Veg,Dairy,Veg_Snack
Fruit Ice cream (Phalon ka Ice cream),Lunch,428,10.9,40.1,26.0,Veg,Dairy,Veg_Lunch
Fruit Ice cream (Phalon ka Ice cream),Dinner,428,10.9,40.1,26.0,Veg,Dairy,Veg_Dinner
Caramel ice cream,Lunch,433,10.8,37.0,27.9,Veg,Dairy,Veg_Lunch
Caramel ice cream,Dinner,433,10.8,37.0,27.9,Veg,Dairy,Veg_Dinner
Lemon souffle,Lunch,421,17.4,33.6,25.0,Veg,None,Veg_Lunch
Lemon souffle,Dinner,421,17.4,33.6,25.0,Veg,None,Veg_Dinner
Orange souffle,Lunch,420,17.0,35.5,24.3,Veg,None,Veg_Lunch
Orange souffle,Dinner,420,17.0,35.5,24.3,Veg,None,Veg_Dinner
Vanilla souffle,Lunch,469,19.3,36.9,28.0,Veg,None,Veg_Lunch
Vanilla souffle,Dinner,469,19.3,36.9,28.0,Veg,None,Veg_Dinner
Chocolate souffle,Lunch,473,19.7,36.8,28.4,Veg,None,Veg_Lunch
Chocolate souffle,Dinner,473,19.7,36.8,28.4,Veg,None,Veg_Dinner
Pineapple souffle ,Lunch,490,20.2,38.8,29.3,Veg,None,Veg_Lunch
Pineapple souffle ,Dinner,490,20.2,38.8,29.3,Veg,None,Veg_Dinner
Apple mousse,Breakfast,160,6.3,19.2,6.4,Veg,None,Veg_Breakfast
Apple mousse,Snack,160,6.3,19.2,6.4,Veg,None,Veg_Snack
Rich chocolate mousse,Lunch,470,19.9,27.1,30.5,Veg,None,Veg_Lunch
Rich chocolate mousse,Dinner,470,19.9,27.1,30.5,Veg,None,Veg_Dinner
Mango mousse,Breakfast,187,4.8,13.7,12.7,Veg,None,Veg_Breakfast
Mango mousse,Snack,187,4.8,13.7,12.7,Veg,None,Veg_Snack
Orange and pineapple cream,Breakfast,151,2.2,17.9,8.1,Veg,Dairy,Veg_Breakfast
Orange and pineapple cream,Snack,151,2.2,17.9,8.1,Veg,Dairy,Veg_Snack
Charlotte rousse,Lunch,470,9.9,85.2,12.0,Veg,None,Veg_Lunch
Charlotte rousse,Dinner,470,9.9,85.2,12.0,Veg,None,Veg_Dinner
Triffle pudding,Breakfast,175,4.4,27.4,5.9,Veg,None,Veg_Breakfast
Triffle pudding,Snack,175,4.4,27.4,5.9,Veg,None,Veg_Snack
Snow flakes pudding,Breakfast,142,7.0,12.1,7.5,Veg,None,Veg_Breakfast
Snow flakes pudding,Snack,142,7.0,12.1,7.5,Veg,None,Veg_Snack
Kulfi,Breakfast,147,4.8,17.0,7.0,Veg,None,Veg_Breakfast
Kulfi,Snack,147,4.8,17.0,7.0,Veg,None,Veg_Snack
Steamed orange pudding,Snack,695,5.8,103.8,30.1,Veg,None,Veg_Snack
Meringue and rice pudding,Breakfast,169,7.3,21.9,6.1,Veg,None,Veg_Breakfast
Meringue and rice pudding,Snack,169,7.3,21.9,6.1,Veg,None,Veg_Snack
Cheese pudding,Lunch,712,28.2,48.2,45.9,Veg,None,Veg_Lunch
Cheese pudding,Dinner,712,28.2,48.2,45.9,Veg,None,Veg_Dinner
Chocolate pudding,Lunch,529,8.9,74.0,23.7,Veg,None,Veg_Lunch
Chocolate pudding,Dinner,529,8.9,74.0,23.7,Veg,None,Veg_Dinner
Bread and butter pudding ,Lunch,419,14.0,49.1,19.7,Veg,Gluten,Veg_Lunch
Bread and butter pudding ,Dinner,419,14.0,49.1,19.7,Veg,Gluten,Veg_Dinner
Queen of pudding,Breakfast,199,8.3,24.5,8.1,Veg,None,Veg_Breakfast
Queen of pudding,Snack,199,8.3,24.5,8.1,Veg,None,Veg_Snack
Pineapple upside down pudding,Lunch,644,7.9,89.3,29.8,Veg,None,Veg_Lunch
Pineapple upside down pudding,Dinner,644,7.9,89.3,29.8,Veg,None,Veg_Dinner
Date and nut pie,Lunch,806,9.8,117.2,33.3,Veg,Nuts,Veg_Lunch
Date and nut pie,Dinner,806,9.8,117.2,33.3,Veg,Nuts,Veg_Dinner
Stewed apple with custard,Breakfast,139,1.9,27.5,2.7,Veg,None,Veg_Breakfast
Stewed apple with custard,Snack,139,1.9,27.5,2.7,Veg,None,Veg_Snack
Apple snowballs,Breakfast,152,1.3,36.9,0.5,Veg,None,Veg_Breakfast
Apple snowballs,Snack,152,1.3,36.9,0.5,Veg,None,Veg_Snack
Hot orange souffle,Lunch,449,17.2,46.9,22.4,Veg,None,Veg_Lunch
Hot orange souffle,Dinner,449,17.2,46.9,22.4,Veg,None,Veg_Dinner
Hot chocolate souffle,Lunch,565,16.8,65.5,27.8,Veg,None,Veg_Lunch
Hot chocolate souffle,Dinner,565,16.8,65.5,27.8,Veg,None,Veg_Dinner
Hot vanilla souffle,Lunch,482,17.2,54.4,22.7,Veg,None,Veg_Lunch
Hot vanilla souffle,Dinner,482,17.2,54.4,22.7,Veg,None,Veg_Dinner
Plain burfi (Burfi),Lunch,1020,24.6,77.2,69.9,Veg,None,Veg_Lunch
Plain burfi (Burfi),Dinner,1020,24.6,77.2,69.9,Veg,None,Veg_Dinner
