Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Coconut burfi (Nariyal ki burfi),Lunch,1169,22.0,80.4,86.6,Veg,Nuts,Veg_Lunch
Coconut burfi (Nariyal ki burfi),Dinner,1169,22.0,80.4,86.6,Veg,Nuts,Veg_Dinner
Bottle gourd burfi (Ghiya/Lauki burfi),Lunch,689,14.6,61.3,44.2,Veg,None,Veg_Lunch
Bottle gourd burfi (Ghiya/Lauki burfi),Dinner,689,14.6,61.3,44.2,Veg,None,Veg_Dinner
Chocolate burfi,Lunch,848,32.5,82.9,44.6,Veg,None,Veg_Lunch
Chocolate burfi,Dinner,848,32.5,82.9,44.6,Veg,None,Veg_Dinner
Cashewnut burfi (Kaju burfi/Kaju katli),Lunch,1054,13.7,94.8,71.2,Veg,Nuts,Veg_Lunch
Cashewnut burfi (Kaju burfi/Kaju katli),Dinner,1054,13.7,94.8,71.2,Veg,Nuts,Veg_Dinner
Gram flour burfi (Besan burfi),Lunch,1054,28.0,116.5,56.0,Veg,None,Veg_Lunch
Gram flour burfi (Besan burfi),Dinner,1054,28.0,116.5,56.0,Veg,None,Veg_Dinner
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),Lunch,1071,16.8,132.2,54.6,Veg,None,Veg_Lunch
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),Dinner,1071,16.8,132.2,54.6,Veg,None,Veg_Dinner
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),Lunch,1161,14.2,127.2,67.6,Veg,Nuts,Veg_Lunch
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),Dinner,1161,14.2,127.2,67.6,Veg,Nuts,Veg_Dinner
Gram flour ladoo (Besan ladoo),Lunch,1192,22.3,156.5,56.9,Veg,None,Veg_Lunch
Gram flour ladoo (Besan ladoo),Dinner,1192,22.3,156.5,56.9,Veg,None,Veg_Dinner
Sesame ladoo (Til ke ladoo),Lunch,992,26.8,108.8,49.1,Veg,None,Veg_Lunch
Sesame ladoo (Til ke ladoo),Dinner,992,26.8,108.8,49.1,Veg,None,Veg_Dinner
Chenna murki,Lunch,631,26.2,90.0,20.5,Veg,None,Veg_Lunch
Chenna murki,Dinner,631,26.2,90.0,20.5,Veg,None,Veg_Dinner
Milk cake,Breakfast,191,4.5,13.7,13.4,Veg,Dairy,Veg_Breakfast
Milk cake,Snack,191,4.5,13.7,13.4,Veg,Dairy,Veg_Snack
Ghujia/Lavang latika,Lunch,1922,4.6,32.5,197.3,Veg,None,Veg_Lunch
Ghujia/Lavang latika,Dinner,1922,4.6,32.5,197.3,Veg,None,Veg_Dinner
Gulab Jamun with khoya,Lunch,1465,5.1,65.2,133.1,Veg,None,Veg_Lunch
Gulab Jamun with khoya,Dinner,1465,5.1,65.2,133.1,Veg,None,Veg_Dinner
Mal pua,Lunch,1416,4.3,43.9,136.6,Veg,None,Veg_Lunch
Mal pua,Dinner,1416,4.3,43.9,136.6,Veg,None,Veg_Dinner
Shahi tukre,Lunch,474,6.9,103.6,6.4,Veg,None,Veg_Lunch
Shahi tukre,Dinner,474,6.9,103.6,6.4,Veg,None,Veg_Dinner
Potato pakora/pakoda (Aloo pakoda),Lunch,1692,4.8,15.1,179.6,Veg,None,Veg_Lunch
Potato pakora/pakoda (Aloo pakoda),Dinner,1692,4.8,15.1,179.6,Veg,None,Veg_Dinner
Onion pakora/pakoda (Pyaaz ke pakode),Lunch,1686,4.8,13.5,179.6,Veg,None,Veg_Lunch
Onion pakora/pakoda (Pyaaz ke pakode),Dinner,1686,4.8,13.5,179.6,Veg,None,Veg_Dinner
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),Lunch,1679,5.0,11.3,179.6,Veg,None,Veg_Lunch
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),Dinner,1679,5.0,11.3,179.6,Veg,None,Veg_Dinner
Mixed vegetable pakora/pakoda,Lunch,1684,4.8,12.8,179.6,Veg,None,Veg_Lunch
Mixed vegetable pakora/pakoda,Dinner,1684,4.8,12.8,179.6,Veg,None,Veg_Dinner
Spinach pakora/pakoda (Palak pakoda),Lunch,1781,4.9,11.7,191.0,Veg,None,Veg_Lunch
Spinach pakora/pakoda (Palak pakoda),Dinner,1781,4.9,11.7,191.0,Veg,None,Veg_Dinner
Methi pakora/pakoda (Methi ke pakode),Lunch,1783,5.2,11.7,191.0,Veg,None,Veg_Lunch
Methi pakora/pakoda (Methi ke pakode),Dinner,1783,5.2,11.7,191.0,Veg,None,Veg_Dinner
Egg pakora/pakoda (Ande ke pakode),Breakfast,1776,7.1,11.2,189.6,Non-Veg,Eggs,Non-Veg_Breakfast
Bread pakora/pakoda,Lunch,1777,6.4,22.2,185.5,Veg,Gluten,Veg_Lunch
Bread pakora/pakoda,Dinner,1777,6.4,22.2,185.5,Veg,Gluten,Veg_Dinner
Paneer pakora/pakoda,Lunch,1795,8.2,13.8,190.1,Veg,Dairy,Veg_Lunch
Paneer pakora/pakoda,Dinner,1795,8.2,13.8,190.1,Veg,Dairy,Veg_Dinner
Potato bonda (Aloo bonda),Lunch,1582,2.7,11.3,169.5,Veg,None,Veg_Lunch
Potato bonda (Aloo bonda),Dinner,1582,2.7,11.3,169.5,Veg,None,Veg_Dinner
Potato samosa (Aloo ka samosa),Lunch,1443,4.3,23.0,148.0,Veg,None,Veg_Lunch
Potato samosa (Aloo ka samosa),Dinner,1443,4.3,23.0,148.0,Veg,None,Veg_Dinner
Minced meat samosa (Keema ka samosa),Lunch,1552,11.1,15.4,160.6,Non-Veg,None,Non-Veg_Lunch
Minced meat samosa (Keema ka samosa),Dinner,1552,11.1,15.4,160.6,Non-Veg,None,Non-Veg_Dinner
Paneer and pea samosa (Paneer matar ka samosa),Lunch,1559,10.0,21.4,159.1,Veg,Dairy,Veg_Lunch
Paneer and pea samosa (Paneer matar ka samosa),Dinner,1559,10.0,21.4,159.1,Veg,Dairy,Veg_Dinner
Mathri,Lunch,2012,4.4,30.8,207.8,Veg,None,Veg_Lunch
Mathri,Dinner,2012,4.4,30.8,207.8,Veg,None,Veg_Dinner
Khasta kachori,Lunch,1781,6.3,32.0,180.7,Veg,None,Veg_Lunch
Khasta kachori,Dinner,1781,6.3,32.0,180.7,Veg,None,Veg_Dinner
Vegetable cutlet,Lunch,1663,3.1,11.7,178.3,Veg,None,Veg_Lunch
Vegetable cutlet,Dinner,1663,3.1,11.7,178.3,Veg,None,Veg_Dinner
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),Breakfast,1754,4.4,18.5,184.7,Veg,None,Veg_Breakfast
Peanut cutlet (Mungfali ke cutlet),Lunch,1746,6.6,14.2,185.0,Veg,Nuts,Veg_Lunch
Peanut cutlet (Mungfali ke cutlet),Dinner,1746,6.6,14.2,185.0,Veg,Nuts,Veg_Dinner
Fish cutlet (Machli ka cutlet),Lunch,1636,6.9,7.8,175.3,Non-Veg,Fish,Non-Veg_Lunch
Fish cutlet (Machli ka cutlet),Dinner,1636,6.9,7.8,175.3,Non-Veg,Fish,Non-Veg_Dinner
Paneer potato cutlet (Paneer aloo cutlet),Lunch,1682,6.2,13.1,178.5,Veg,Dairy,Veg_Lunch
Paneer potato cutlet (Paneer aloo cutlet),Dinner,1682,6.2,13.1,178.5,Veg,Dairy,Veg_Dinner
Spinach chickpeas cutlet (Palak channa dal cutlet),Lunch,1720,3.6,12.3,184.0,Veg,None,Veg_Lunch
Spinach chickpeas cutlet (Palak channa dal cutlet),Dinner,1720,3.6,12.3,184.0,Veg,None,Veg_Dinner
Cheese toast,Breakfast,1963,5.0,13.7,210.3,Veg,None,Veg_Breakfast
Vegetable burger,Lunch,1299,8.1,34.2,126.6,Veg,None,Veg_Lunch
Vegetable burger,Dinner,1299,8.1,34.2,126.6,Veg,None,Veg_Dinner
Cheese pizza,Lunch,623,14.5,76.6,31.1,Veg,None,Veg_Lunch
Cheese pizza,Dinner,623,14.5,76.6,31.1,Veg,None,Veg_Dinner
Vegetable seekh kebab,Lunch,1726,3.9,13.3,184.3,Veg,None,Veg_Lunch
Vegetable seekh kebab,Dinner,1726,3.9,13.3,184.3,Veg,None,Veg_Dinner
Masala vada,Lunch,2065,4.2,10.1,222.9,Veg,None,Veg_Lunch
Masala vada,Dinner,2065,4.2,10.1,222.9,Veg,None,Veg_Dinner
Peanut sago vada (Sabudana mungfali vada),Lunch,1874,2.5,17.8,199.5,Veg,Nuts,Veg_Lunch
Peanut sago vada (Sabudana mungfali vada),Dinner,1874,2.5,17.8,199.5,Veg,Nuts,Veg_Dinner
Vegeterian scotch egg,Breakfast,1704,5.4,11.6,181.9,Non-Veg,Eggs,Non-Veg_Breakfast
Paneer shaslik/tikka,Breakfast,140,7.7,12.0,6.7,Veg,Dairy,Veg_Breakfast
Paneer shaslik/tikka,Snack,140,7.7,12.0,6.7,Veg,Dairy,Veg_Snack
Peanut brittle (Moongfali ki chikki),Lunch,801,17.4,118.6,27.8,Veg,Nuts,Veg_Lunch
Peanut brittle (Moongfali ki chikki),Dinner,801,17.4,118.6,27.8,Veg,Nuts,Veg_Dinner
Spring roll,Lunch,1559,4.5,21.4,161.6,Veg,None,Veg_Lunch
Spring roll,Dinner,1559,4.5,21.4,161.6,Veg,None,Veg_Dinner
Dry mango chutney (Sookhe aam ki chutney),Lunch,745,6.1,172.9,1.8,Veg,None,Veg_Lunch
Dry mango chutney (Sookhe aam ki chutney),Dinner,745,6.1,172.9,1.8,Veg,None,Veg_Dinner
Peanut chutney (Mungfali ki chutney),Lunch,645,29.5,24.7,47.6,Veg,Nuts,Veg_Lunch
Peanut chutney (Mungfali ki chutney),Dinner,645,29.5,24.7,47.6,Veg,Nuts,Veg_Dinner
Coconut chutney (Nariyal ki chutney),Lunch,664,9.0,20.7,62.5,Veg,Nuts,Veg_Lunch
Coconut chutney (Nariyal ki chutney),Dinner,664,9.0,20.7,62.5,Veg,Nuts,Veg_Dinner
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),Breakfast,153,4.2,31.8,0.8,Veg,None,Veg_Breakfast
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),Snack,153,4.2,31.8,0.8,Veg,None,Veg_Snack
Custard tart,Lunch,564,9.3,71.6,26.8,Veg,None,Veg_Lunch
Custard tart,Dinner,564,9.3,71.6,26.8,Veg,None,Veg_Dinner
Lemon tart,Lunch,758,15.3,76.7,43.6,Veg,None,Veg_Lunch
Lemon tart,Dinner,758,15.3,76.7,43.6,Veg,None,Veg_Dinner
Jam tart,Lunch,901,11.0,115.4,43.4,Veg,None,Veg_Lunch
Jam tart,Dinner,901,11.0,115.4,43.4,Veg,None,Veg_Dinner
Orange cream tart,Lunch,492,6.4,68.6,21.8,Veg,Dairy,Veg_Lunch
Orange cream tart,Dinner,492,6.4,68.6,21.8,Veg,Dairy,Veg_Dinner
Pineapple tart,Lunch,488,5.7,71.6,20.5,Veg,None,Veg_Lunch
Pineapple tart,Dinner,488,5.7,71.6,20.5,Veg,None,Veg_Dinner
Cheese and mushroom tart,Lunch,615,13.8,53.6,38.2,Veg,None,Veg_Lunch
Cheese and mushroom tart,Dinner,615,13.8,53.6,38.2,Veg,None,Veg_Dinner
Cottage cheese pie,Lunch,597,18.6,51.6,34.6,Veg,None,Veg_Lunch
Cottage cheese pie,Dinner,597,18.6,51.6,34.6,Veg,None,Veg_Dinner
Minced meat pie,Lunch,553,18.4,45.3,32.6,Non-Veg,None,Non-Veg_Lunch
Minced meat pie,Dinner,553,18.4,45.3,32.6,Non-Veg,None,Non-Veg_Dinner
Apple cinnamon pie,Lunch,646,8.4,84.2,30.5,Veg,None,Veg_Lunch
Apple cinnamon pie,Dinner,646,8.4,84.2,30.5,Veg,None,Veg_Dinner
Lemon meringue pie,Lunch,561,9.7,87.8,20.4,Veg,None,Veg_Lunch
Lemon meringue pie,Dinner,561,9.7,87.8,20.4,Veg,None,Veg_Dinner
Chocolate meringue pie,Lunch,536,12.5,72.0,22.9,Veg,None,Veg_Lunch
Chocolate meringue pie,Dinner,536,12.5,72.0,22.9,Veg,None,Veg_Dinner
Cream puffs,Lunch,553,11.8,40.0,38.7,Veg,Dairy,Veg_Lunch
Cream puffs,Dinner,553,11.8,40.0,38.7,Veg,Dairy,Veg_Dinner
Chocolate eclairs,Lunch,598,10.6,65.6,33.8,Veg,None,Veg_Lunch
Chocolate eclairs,Dinner,598,10.6,65.6,33.8,Veg,None,Veg_Dinner
Cheese balls,Lunch,1703,5.5,12.0,181.4,Veg,None,Veg_Lunch
Cheese balls,Dinner,1703,5.5,12.0,181.4,Veg,None,Veg_Dinner
Minced meat patties,Lunch,664,17.2,38.1,48.9,Non-Veg,None,Non-Veg_Lunch
Minced meat patties,Dinner,664,17.2,38.1,48.9,Non-Veg,None,Non-Veg_Dinner
Cheese patties,Lunch,810,18.4,55.6,56.7,Veg,None,Veg_Lunch
Cheese patties,Dinner,810,18.4,55.6,56.7,Veg,None,Veg_Dinner
Hot cheese souffle,Lunch,442,23.0,13.5,33.1,Veg,None,Veg_Lunch
Hot cheese souffle,Dinner,442,23.0,13.5,33.1,Veg,None,Veg_Dinner
Hot potato souffle,Breakfast,188,8.3,12.8,11.5,Veg,None,Veg_Breakfast
Hot potato souffle,Snack,188,8.3,12.8,11.5,Veg,None,Veg_Snack
Hot fish souffle,Breakfast,214,16.8,5.5,13.9,Non-Veg,Fish,Non-Veg_Breakfast
Hot fish souffle,Snack,214,16.8,5.5,13.9,Non-Veg,Fish,Non-Veg_Snack
Hot spinach souffle,Breakfast,156,8.1,6.3,10.9,Veg,None,Veg_Breakfast
Hot spinach souffle,Snack,156,8.1,6.3,10.9,Veg,None,Veg_Snack
Plain cream cake,Lunch,884,15.4,118.0,40.4,Veg,Dairy,Veg_Lunch
Plain cream cake,Dinner,884,15.4,118.0,40.4,Veg,Dairy,Veg_Dinner
Apple cake (Seb ka cake),Lunch,725,12.4,98.7,32.2,Veg,None,Veg_Lunch
Apple cake (Seb ka cake),Dinner,725,12.4,98.7,32.2,Veg,None,Veg_Dinner
Marble cake,Lunch,885,15.8,117.2,40.7,Veg,None,Veg_Lunch
Marble cake,Dinner,885,15.8,117.2,40.7,Veg,None,Veg_Dinner
Chocolate cake,Lunch,839,15.0,112.8,38.0,Veg,None,Veg_Lunch
Chocolate cake,Dinner,839,15.0,112.8,38.0,Veg,None,Veg_Dinner
Orange cake,Lunch,894,15.2,120.7,40.5,Veg,None,Veg_Lunch
Orange cake,Dinner,894,15.2,120.7,40.5,Veg,None,Veg_Dinner
Fruit Loaf ,Lunch,810,13.4,116.2,33.3,Veg,None,Veg_Lunch
Fruit Loaf ,Dinner,810,13.4,116.2,33.3,Veg,None,Veg_Dinner
Banana cake (Kele ka cake),Lunch,973,14.4,100.0,58.3,Veg,None,Veg_Lunch
Banana cake (Kele ka cake),Dinner,973,14.4,100.0,58.3,Veg,None,Veg_Dinner
Chocolate chiffon cake,Lunch,779,14.4,94.7,39.5,Veg,None,Veg_Lunch
Chocolate chiffon cake,Dinner,779,14.4,94.7,39.5,Veg,None,Veg_Dinner
Christmas cake,Lunch,932,13.7,120.7,42.2,Veg,None,Veg_Lunch
Christmas cake,Dinner,932,13.7,120.7,42.2,Veg,None,Veg_Dinner
Strawberry and vanilla cake with butter icing,Lunch,926,9.7,110.6,51.0,Veg,None,Veg_Lunch
Strawberry and vanilla cake with butter icing,Dinner,926,9.7,110.6,51.0,Veg,None,Veg_Dinner
Eggless cake,Breakfast,795,20.3,115.4,29.4,Non-Veg,Eggs,Non-Veg_Breakfast
Swiss roll,Lunch,629,18.2,120.8,9.4,Veg,None,Veg_Lunch
Swiss roll,Dinner,629,18.2,120.8,9.4,Veg,None,Veg_Dinner
Pineapple pastry ,Lunch,520,15.2,72.6,19.7,Veg,None,Veg_Lunch
Pineapple pastry ,Dinner,520,15.2,72.6,19.7,Veg,None,Veg_Dinner
Black forest pastry,Lunch,583,15.2,86.2,21.2,Veg,None,Veg_Lunch
Black forest pastry,Dinner,583,15.2,86.2,21.2,Veg,None,Veg_Dinner
Coconut finger,Lunch,687,17.7,106.4,22.2,Veg,Nuts,Veg_Lunch
Coconut finger,Dinner,687,17.7,106.4,22.2,Veg,Nuts,Veg_Dinner
Pineapple cake ,Lunch,488,12.5,58.8,23.4,Veg,None,Veg_Lunch
Pineapple cake ,Dinner,488,12.5,58.8,23.4,Veg,None,Veg_Dinner
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),Lunch,1062,16.4,117.8,59.0,Veg,Nuts,Veg_Lunch
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),Dinner,1062,16.4,117.8,59.0,Veg,Nuts,Veg_Dinner
Chocolate chip cookies,Lunch,1063,14.5,145.0,48.4,Veg,None,Veg_Lunch
Chocolate chip cookies,Dinner,1063,14.5,145.0,48.4,Veg,None,Veg_Dinner
Sweet plain biscuit,Snack,951,14.6,125.7,44.2,Veg,None,Veg_Snack
Chocolate biscuit,Snack,949,14.7,128.9,42.7,Veg,None,Veg_Snack
Coconut biscuit (Nariyal ke biscuit),Snack,1087,14.4,107.2,67.9,Veg,Nuts,Veg_Snack
Sweet and salty biscuit (Meethay aur namkeen biscuit),Snack,1019,15.4,112.7,56.0,Veg,None,Veg_Snack
Peanut biscuit,Snack,1002,21.1,116.8,51.0,Veg,Nuts,Veg_Snack
Pin wheel biscuit,Snack,1011,13.5,136.4,46.6,Veg,None,Veg_Snack
Saffron biscuit (Kesar biscuit),Snack,1146,15.1,149.2,55.0,Veg,None,Veg_Snack
Masala biscuit,Snack,984,15.2,113.0,51.9,Veg,None,Veg_Snack
Ice box cookies,Lunch,935,14.2,140.2,36.1,Veg,None,Veg_Lunch
Ice box cookies,Dinner,935,14.2,140.2,36.1,Veg,None,Veg_Dinner
Ginger bread man,Lunch,912,16.5,150.6,27.5,Veg,Gluten,Veg_Lunch
Ginger bread man,Dinner,912,16.5,150.6,27.5,Veg,Gluten,Veg_Dinner
Danish cookies,Lunch,1188,13.3,145.0,62.3,Veg,None,Veg_Lunch
Danish cookies,Dinner,1188,13.3,145.0,62.3,Veg,None,Veg_Dinner
Short bread cookies,Lunch,1107,15.1,162.0,45.0,Veg,Gluten,Veg_Lunch
Short bread cookies,Dinner,1107,15.1,162.0,45.0,Veg,Gluten,Veg_Dinner
Coffee biscuit,Snack,1041,17.2,116.4,57.5,Veg,None,Veg_Snack
Melting moments,Lunch,1094,14.3,139.6,54.4,Veg,None,Veg_Lunch
Melting moments,Dinner,1094,14.3,139.6,54.4,Veg,None,Veg_Dinner
Ginger biscuit (Adarak ke biscuit),Snack,1044,15.0,146.1,45.8,Veg,None,Veg_Snack
Soyabean muthias,Lunch,2098,6.2,9.2,226.1,Veg,Soy,Veg_Lunch
Soyabean muthias,Dinner,2098,6.2,9.2,226.1,Veg,Soy,Veg_Dinner
Soyabean tikki,Lunch,1745,8.8,11.0,185.0,Veg,Soy,Veg_Lunch
Soyabean tikki,Dinner,1745,8.8,11.0,185.0,Veg,Soy,Veg_Dinner
Soyabean namak paras,Lunch,2096,6.6,11.6,224.6,Veg,Soy,Veg_Lunch
Soyabean namak paras,Dinner,2096,6.6,11.6,224.6,Veg,Soy,Veg_Dinner
Peanut burfi (Moongfali ki burfi),Lunch,1377,23.3,120.4,92.1,Veg,Nuts,Veg_Lunch
Peanut burfi (Moongfali ki burfi),Dinner,1377,23.3,120.4,92.1,Veg,Nuts,Veg_Dinner
Spinach peanut namak paras (Palak moongfali namak paras),Lunch,1850,4.1,16.6,196.3,Veg,Nuts,Veg_Lunch
Spinach peanut namak paras (Palak moongfali namak paras),Dinner,1850,4.1,16.6,196.3,Veg,Nuts,Veg_Dinner
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),Lunch,1897,5.2,19.1,200.1,Veg,None,Veg_Lunch
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),Dinner,1897,5.2,19.1,200.1,Veg,None,Veg_Dinner
Rice moong dal cheela (Chawal aur moong dal ka cheela),Lunch,1995,6.8,27.8,206.1,Veg,None,Veg_Lunch
Rice moong dal cheela (Chawal aur moong dal ka cheela),Dinner,1995,6.8,27.8,206.1,Veg,None,Veg_Dinner
Split bengal gram sweet rice (Channa dal sweet rice),Lunch,475,10.4,102.7,1.6,Veg,None,Veg_Lunch
Split bengal gram sweet rice (Channa dal sweet rice),Dinner,475,10.4,102.7,1.6,Veg,None,Veg_Dinner
Sweet poori (Meethi poori),Lunch,1956,5.3,35.6,199.1,Veg,None,Veg_Lunch
Sweet poori (Meethi poori),Dinner,1956,5.3,35.6,199.1,Veg,None,Veg_Dinner
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),Lunch,1102,24.6,150.0,46.0,Veg,Gluten,Veg_Lunch
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),Dinner,1102,24.6,150.0,46.0,Veg,Gluten,Veg_Dinner
Spinach burfi (Palak burfi),Breakfast,181,4.1,19.1,10.2,Veg,None,Veg_Breakfast
Spinach burfi (Palak burfi),Snack,181,4.1,19.1,10.2,Veg,None,Veg_Snack
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),Lunch,916,23.8,156.6,19.8,Veg,Gluten,Veg_Lunch
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),Dinner,916,23.8,156.6,19.8,Veg,Gluten,Veg_Dinner
Sprouted moong daliya ,Breakfast,167,4.2,22.2,7.1,Veg,None,Veg_Breakfast
Sprouted moong daliya ,Snack,167,4.2,22.2,7.1,Veg,None,Veg_Snack
Sprouted moong poha ,Breakfast,481,14.0,66.5,17.2,Veg,None,Veg_Breakfast
Pearl millet ladoo (Bajra ladoo),Lunch,799,24.0,127.4,20.2,Veg,None,Veg_Lunch
Pearl millet ladoo (Bajra ladoo),Dinner,799,24.0,127.4,20.2,Veg,None,Veg_Dinner
Paushtik ladoo,Lunch,1214,19.1,150.9,62.4,Veg,None,Veg_Lunch
Paushtik ladoo,Dinner,1214,19.1,150.9,62.4,Veg,None,Veg_Dinner
Paushtik roti,Breakfast,223,10.8,39.9,2.3,Veg,Gluten,Veg_Breakfast
Paushtik roti,Snack,223,10.8,39.9,2.3,Veg,Gluten,Veg_Snack
Semolina carrot vada (Suji gajar vada),Lunch,1748,3.9,16.3,185.2,Veg,None,Veg_Lunch
Semolina carrot vada (Suji gajar vada),Dinner,1748,3.9,16.3,185.2,Veg,None,Veg_Dinner
Dhokla,Lunch,541,33.6,76.7,13.2,Veg,None,Veg_Lunch
Dhokla,Dinner,541,33.6,76.7,13.2,Veg,None,Veg_Dinner
Kashmiri tea (Kehwa),Snack,74,0.5,15.7,1.5,Veg,None,Veg_Snack
Steeped hot coffee,Snack,47,1.2,9.0,1.0,Veg,None,Veg_Snack
Hot chocolate,Breakfast,135,5.1,13.5,6.9,Veg,None,Veg_Breakfast
Hot chocolate,Snack,135,5.1,13.5,6.9,Veg,None,Veg_Snack
Cold coffee (with cream),Snack,124,2.9,18.0,4.9,Veg,Dairy,Veg_Snack
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),Snack,114,3.0,16.7,4.2,Veg,Dairy,Veg_Snack
Flavoured milkshake,Snack,100,3.1,13.0,4.2,Veg,Dairy,Veg_Snack
Jal jeera,Breakfast,90,1.3,20.1,0.8,Veg,None,Veg_Breakfast
Jal jeera,Snack,90,1.3,20.1,0.8,Veg,None,Veg_Snack
Gingo,Breakfast,144,0.4,37.3,0.2,Veg,None,Veg_Breakfast
Gingo,Snack,144,0.4,37.3,0.2,Veg,None,Veg_Snack
Mintade,Breakfast,120,0.1,31.8,0.1,Veg,None,Veg_Breakfast
Mintade,Snack,120,0.1,31.8,0.1,Veg,None,Veg_Snack
Canjee,Breakfast,19,0.7,1.3,1.3,Veg,None,Veg_Breakfast
Canjee,Snack,19,0.7,1.3,1.3,Veg,None,Veg_Snack
Cauliflower canjee (Phoolgobhi ki canjee),Breakfast,20,1.2,1.0,1.3,Veg,None,Veg_Breakfast
Cauliflower canjee (Phoolgobhi ki canjee),Snack,20,1.2,1.0,1.3,Veg,None,Veg_Snack
Potato canjee (Aloo canjee),Breakfast,48,1.3,8.1,1.2,Veg,None,Veg_Breakfast
Potato canjee (Aloo canjee),Snack,48,1.3,8.1,1.2,Veg,None,Veg_Snack
Vermicelli porridge (Semiya/Seviyan porridge),Breakfast,117,3.8,15.8,4.5,Veg,None,Veg_Breakfast
Vermicelli porridge (Semiya/Seviyan porridge),Snack,117,3.8,15.8,4.5,Veg,None,Veg_Snack
Semolina upma (Suji/Rava upma),Breakfast,221,4.9,24.5,11.2,Veg,None,Veg_Breakfast
Vermicelli upma (Semiya/Seviyan upma),Breakfast,223,4.7,25.3,11.2,Veg,None,Veg_Breakfast
Rice upma,Breakfast,378,6.6,44.9,18.6,Veg,None,Veg_Breakfast
Bread upma,Breakfast,194,4.2,18.9,11.6,Veg,Gluten,Veg_Breakfast
Vegetable upma,Breakfast,219,7.1,24.7,9.9,Veg,None,Veg_Breakfast
Poha,Breakfast,736,15.2,87.6,35.4,Veg,None,Veg_Breakfast
Vegetable poha,Breakfast,451,12.2,53.8,20.2,Veg,None,Veg_Breakfast
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),Lunch,387,17.4,48.6,12.8,Veg,None,Veg_Lunch
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),Dinner,387,17.4,48.6,12.8,Veg,None,Veg_Dinner
Paneer stuffed cheela/chilla,Lunch,512,28.6,47.9,22.2,Veg,Dairy,Veg_Lunch
Paneer stuffed cheela/chilla,Dinner,512,28.6,47.9,22.2,Veg,Dairy,Veg_Dinner
Indian style egg bhujia (Anda bhujia (Indian style)),Breakfast,154,9.1,5.6,10.5,Non-Veg,Eggs,Non-Veg_Breakfast
French omelette/omlet,Lunch,527,25.1,1.0,47.2,Veg,None,Veg_Lunch
French omelette/omlet,Dinner,527,25.1,1.0,47.2,Veg,None,Veg_Dinner
Puffy omelette/omlet,Lunch,470,22.0,0.2,42.1,Veg,None,Veg_Lunch
Puffy omelette/omlet,Dinner,470,22.0,0.2,42.1,Veg,None,Veg_Dinner
Orange omelette/omlet,Lunch,486,22.3,4.2,42.1,Veg,None,Veg_Lunch
Orange omelette/omlet,Dinner,486,22.3,4.2,42.1,Veg,None,Veg_Dinner
Cheese and mushroom omelette/omlet,Lunch,514,24.2,4.2,44.6,Veg,None,Veg_Lunch
Cheese and mushroom omelette/omlet,Dinner,514,24.2,4.2,44.6,Veg,None,Veg_Dinner
Spanish omelette/omlet,Lunch,393,20.6,12.8,28.6,Veg,None,Veg_Lunch
Spanish omelette/omlet,Dinner,393,20.6,12.8,28.6,Veg,None,Veg_Dinner
Mixed stock,Breakfast,75,6.2,1.0,5.1,Veg,None,Veg_Breakfast
Mixed stock,Snack,75,6.2,1.0,5.1,Veg,None,Veg_Snack
Meat stock,Breakfast,73,6.3,0.0,5.3,Non-Veg,None,Non-Veg_Breakfast
Meat stock,Snack,73,6.3,0.0,5.3,Non-Veg,None,Non-Veg_Snack
White stock,Breakfast,20,0.2,1.2,1.7,Veg,None,Veg_Breakfast
White stock,Snack,20,0.2,1.2,1.7,Veg,None,Veg_Snack
Meat consomme (with mutton),Breakfast,89,44.6,1.5,41.0,Non-Veg,None,Non-Veg_Breakfast
Meat consomme (with mutton),Snack,89,44.6,1.5,41.0,Non-Veg,None,Non-Veg_Snack
Consomme au julienne,Breakfast,83,37.5,4.5,32.0,Veg,None,Veg_Breakfast
Consomme au julienne,Snack,83,37.5,4.5,32.0,Veg,None,Veg_Snack
Consomme au vermicelli,Breakfast,89,45.7,3.9,38.9,Veg,None,Veg_Breakfast
Consomme au vermicelli,Snack,89,45.7,3.9,38.9,Veg,None,Veg_Snack
